customer_id,age,gender,income,location,joined_date,email,phone,total_spent,purchase_frequency,last_purchase_days,preferred_category
C0760,28,M,26649,New Jessica,2023-10-21,markkemp@example.org,(836)879-1531x2257,25,2,172,Fashion
C0761,29,M,26962,Greenfort,2022-12-24,tamarakennedy@example.com,+1-835-745-5700,17,4,92,Home
C0762,27,F,33660,Shannonborough,2022-05-02,jhayden@example.com,+1-354-429-1564x053,400,2,192,Home
C0763,49,F,66427,Gamblehaven,2022-07-18,jacksonrichard@example.net,(719)651-0802,288,2,77,Electronics
C0764,33,M,25770,South Marcusside,2024-01-12,itucker@example.net,487.806.4469x065,10405,51,281,Beauty
C0765,25,M,17969,Tanyabury,2021-12-31,myerspatricia@example.com,806.462.1199,87,3,364,Home
C0766,55,M,21802,South Luischester,2022-01-20,jasonsingh@example.org,791-341-2599,12,4,179,Fashion
C0767,29,F,10854,North Michaelstad,2024-10-28,davisbrian@example.org,729-806-3941x763,298,1,238,Electronics
C0768,41,F,16682,East Amychester,2024-02-23,williamsdavid@example.com,755.821.3518x277,135,3,135,Sports
C0769,45,M,18700,North Garyland,2024-06-07,jacquelinehess@example.com,512-549-2386,25,6,280,Beauty
C0770,25,F,17860,Nelsonstad,2024-09-22,andreakhan@example.net,527.954.6239,644,3,19,Electronics
C0771,45,F,23410,Kendrastad,2024-10-09,larsonkelly@example.net,(519)513-8418x507,59,1,83,Fashion
C0772,53,F,15851,Port Jamesland,2024-02-02,monicastone@example.org,(726)982-3450,468,3,228,Beauty
C0773,43,F,34489,Brittanyton,2020-09-30,walkerdana@example.com,+1-944-333-6508x082,164,6,265,Home
C0774,25,M,22028,Fieldsstad,2021-09-26,escobarsteven@example.com,519-343-0289x9910,95,4,112,Beauty
C0775,67,M,21944,Lake Jennychester,2022-05-02,christopher79@example.net,(506)593-0065,238,4,251,Fashion
C0776,45,M,19318,Christopherland,2024-11-26,lpowell@example.org,268-357-6142,20845,75,164,Home
C0777,45,M,23437,Lake Antonioview,2021-12-05,emann@example.com,(769)229-5177,248,5,358,Fashion
C0778,54,F,30639,Yvonneborough,2022-07-13,cummingsstacey@example.net,001-878-772-5675x9490,694,0,168,Electronics
C0779,58,F,15570,West Gary,2020-10-30,jillian39@example.net,(407)374-5681x206,67,5,221,Home
C0780,53,M,16928,Bryanmouth,2021-07-18,hannahpeck@example.org,001-544-570-0947x350,740,2,304,Sports
C0781,44,M,19506,Port Robert,2021-10-02,kimberly88@example.org,755-584-2961,135,0,191,Fashion
C0782,34,M,12857,Guerratown,2024-07-20,hardinwilliam@example.net,211-841-7075,565,3,325,Fashion
C0783,26,F,15871,Toddfort,2023-04-05,vernon35@example.org,001-914-496-6561x95974,417,6,170,Home
C0784,50,M,18206,Port Anthony,2024-07-12,cynthia90@example.com,558.688.8691,1323,3,45,Fashion
C0785,37,F,31249,New Rebecca,2023-12-08,silvajoan@example.com,516-670-3359,244,2,14,Beauty
C0786,30,M,24465,East Alexis,2024-08-17,tara49@example.org,001-801-609-3708x42670,34,2,231,Beauty
C0787,45,M,23799,Larsontown,2024-07-11,whitetara@example.com,775-654-0172,9,2,157,Electronics
C0788,65,Other,30957,Andrewsburgh,2024-09-29,michael58@example.com,(662)909-0712,876,3,134,Sports
C0789,46,F,20848,New Gary,2021-05-21,mathislance@example.com,+1-603-774-0808x1337,371,7,37,Beauty
C0790,30,M,25749,Chapmanchester,2023-01-19,riceriley@example.org,575.474.3983x69234,746,0,53,Beauty
C0791,63,F,21135,North Kathyshire,2024-09-28,jenniferdavenport@example.com,372.481.9740x28219,133,3,18,Home
C0792,52,F,24493,Lake Davidfort,2024-06-22,sandra20@example.net,641-218-4211,211,3,38,Beauty
C0793,23,F,17446,Kathleenland,2022-08-05,ebrandt@example.org,362.313.3312,15,4,187,Electronics
C0794,35,M,8303,Keithmouth,2022-07-13,marysantiago@example.com,+1-748-827-7363x08355,1628,3,196,Fashion
C0795,68,F,20874,Garciabury,2023-06-08,michaeledwards@example.net,4899695458,551,3,243,Beauty
C0796,22,F,38913,New Patricia,2022-11-23,ronaldschmidt@example.org,+1-931-691-9133x7215,1353,3,300,Electronics
C0797,64,F,31903,Anthonyport,2021-08-27,sarahwebb@example.net,732.225.2964,154,3,303,Electronics
C0798,42,M,32407,East Jeanne,2024-03-05,owilkerson@example.net,498-870-1158x2073,472,7,35,Beauty
C0799,19,M,36114,Danielfort,2025-07-13,ashleysmith@example.com,(770)771-9605,567,2,215,Beauty
C0800,27,M,22821,Welchshire,2024-04-02,terrikidd@example.org,+1-399-518-1497,191,2,219,Electronics
C0801,47,F,23835,Padillaburgh,2020-10-01,epark@example.com,379.837.1162,942,3,316,Beauty
C0802,67,M,17204,Lake Melissa,2022-06-04,qkelly@example.org,+1-611-249-5093x641,1470,3,90,Home
C0803,62,F,19410,Garybury,2023-11-12,adamskevin@example.com,(508)510-2058x23282,1080,4,308,Fashion
C0804,22,F,28178,New Samuelberg,2022-02-04,mercadoalexander@example.com,476-809-7207x6043,671,2,252,Beauty
C0805,50,M,35651,East Jeremy,2020-12-07,kaustin@example.net,001-623-921-9325x35837,162,3,8,Fashion
C0806,18,F,20831,Matthewberg,2023-02-15,adamsconnor@example.org,7768876911,165,3,256,Electronics
C0807,35,M,18396,Fitzgeraldshire,2020-12-10,combscourtney@example.com,435-796-4312x0317,1653,3,363,Electronics
C0808,49,F,22031,Lake Allisonside,2022-10-28,michelle85@example.com,+1-983-753-0690x8217,5,2,208,Fashion
C0809,64,M,28014,Lopezfort,2024-01-29,ctaylor@example.org,+1-974-978-0875x65189,40028,50,131,Fashion
C0810,66,F,12362,Riveraside,2023-06-17,kelly61@example.net,406-790-1958,612,1,224,Beauty
C0811,28,F,8791,East Matthewside,2022-03-01,wellsallen@example.com,(752)467-8125,487,5,197,Beauty
C0812,38,F,17672,South Charleschester,2022-01-31,herreradavid@example.net,+1-572-620-2496,2308,4,142,Home
C0813,43,F,13517,Mendozaview,2024-09-17,wsmith@example.net,001-258-466-2843x6258,186,3,252,Beauty
C0814,42,F,17975,Port Jacquelinechester,2022-11-12,hallbrendan@example.org,8372802619,207,4,96,Electronics
C0815,39,F,20762,Nancymouth,2022-03-23,jennifer68@example.net,+1-771-737-8104x87540,41,3,26,Electronics
C0816,44,F,18374,Jeffreybury,2022-12-19,timothy30@example.com,+1-767-428-0563x52742,292,3,111,Beauty
C0817,66,F,39378,New Robertchester,2023-05-25,matthew27@example.org,(333)342-7578x46684,151,4,123,Electronics
C0818,30,M,25101,New Joseph,2022-03-27,justin54@example.org,881-971-6886,210,3,186,Electronics
C0819,50,F,24839,Payneview,2020-08-30,craig20@example.org,(630)609-6214,899,4,168,Home
C0820,51,F,28250,New Veronicaberg,2021-02-25,rebeccalopez@example.org,323-577-8875x853,1370,2,51,Fashion
C0821,58,F,13967,Cynthiaville,2024-08-11,amybarr@example.net,993-762-7921,102,5,5,Beauty
C0822,52,M,33377,East Destinymouth,2022-08-14,linda74@example.org,572-882-4135x03040,233,4,77,Electronics
C0823,18,F,21368,Schmidtfurt,2023-07-11,nicolegarcia@example.org,204-391-2680x750,1319,2,160,Electronics
C0824,38,M,28801,West Jeremybury,2025-03-15,frich@example.net,(893)987-6052x5056,31,3,208,Fashion
C0825,65,F,14346,Port Pamela,2021-07-27,ballardapril@example.org,(887)338-9284x7248,48,4,257,Home
C0826,23,M,11831,West Michaelport,2023-07-19,sandra25@example.net,(577)797-1711x1344,88,4,205,Fashion
C0827,45,F,30551,New Steventon,2022-11-30,karen61@example.com,(743)580-7606x3832,452,4,255,Fashion
C0828,34,Other,25605,Port Edwinside,2022-09-10,richardmartin@example.net,360.298.0715x7880,81,5,11,Beauty
C0829,22,M,15354,Deniseside,2021-10-24,vgonzalez@example.net,2803513262,1722,2,8,Sports
C0830,48,F,15554,West Rachel,2021-10-19,ymcgrath@example.org,610.992.8751,295,3,32,Electronics
C0831,22,M,34550,West Cindy,2023-10-22,allenmacias@example.com,001-758-624-9975x416,348,3,28,Fashion
C0832,55,F,13687,Lake Aarontown,2021-08-11,zhogan@example.com,969.779.8595,141,3,206,Fashion
C0833,20,F,42491,Maryport,2024-08-09,katelynaustin@example.com,+1-245-220-4848x35190,318,2,228,Sports
C0834,40,F,15363,Lake Amanda,2022-05-08,dylan22@example.net,663.783.1461,542,3,128,Sports
C0835,54,F,28434,West Donnaport,2025-02-16,james28@example.net,001-329-724-9562x9259,695,2,255,Electronics
C0836,54,F,19313,Denisestad,2023-10-03,christine69@example.net,001-783-596-5914x73771,700,6,212,Home
C0837,27,M,28036,Lynchview,2025-05-22,timothyking@example.net,(646)792-8483x357,431,4,239,Fashion
C0838,27,M,17718,Hernandezmouth,2022-10-29,davisjasmine@example.org,253.941.4590x498,27443,79,207,Electronics
C0839,36,F,20637,East Lisa,2022-04-08,chelseyallen@example.net,001-884-515-7399x772,850,1,318,Electronics
C0840,34,F,22389,Ryanville,2024-05-16,davidwashington@example.org,+1-573-343-0169,707,4,283,Fashion
C0841,38,F,14751,New Noahfurt,2020-08-23,ywagner@example.org,796.745.4383,28,4,245,Fashion
C0842,31,F,29623,Lake Jamestown,2024-05-21,rachel43@example.org,(707)571-3198x7467,3,2,45,Electronics
C0843,26,M,17938,New Brandon,2020-10-09,todd73@example.org,+1-592-916-2295x2760,119,6,105,Home
C0844,63,F,20101,Richardfort,2020-09-10,michelle72@example.com,(319)837-5075x84968,544,3,348,Electronics
C0845,18,M,14798,East Adrianhaven,2021-08-22,dunnallison@example.com,945-330-9959x6034,264,0,281,Home
C0846,68,F,7903,Jenniferbury,2020-12-10,spearsmegan@example.net,501.553.5415x7095,257,3,234,Fashion
C0847,62,M,20406,Palmerhaven,2023-10-09,tiffany42@example.com,(942)463-1084,1079,1,189,Electronics
C0848,30,M,57817,Millerchester,2023-08-11,michaelwilson@example.com,895-253-6421x1059,1129,2,44,Fashion
C0849,21,M,30147,New Carl,2024-10-13,ybrown@example.net,955.379.6693,1199,3,225,Electronics
C0850,18,M,21857,East Amanda,2023-04-09,cynthiarodriguez@example.com,(753)404-3636x282,188,2,142,Fashion
C0851,66,F,19827,Lake Nicole,2024-09-29,wgutierrez@example.net,8475859590,587,3,136,Electronics
C0852,57,M,22225,South Bryanfurt,2024-02-27,crystal27@example.org,(753)241-5786,158,3,176,Fashion
C0853,49,M,27415,West Bethstad,2024-01-31,jasonfernandez@example.com,+1-533-406-0855x176,105,2,142,Electronics
C0854,51,M,13734,South Jessebury,2021-09-23,amiller@example.net,001-845-269-2764,102,5,80,Home
C0855,45,M,34397,New Katherine,2022-03-03,spowers@example.org,+1-816-612-5620x11704,44119,63,82,Beauty
C0856,48,M,29323,East Tyrone,2022-04-09,ybrooks@example.net,710.300.3993x311,281,3,135,Electronics
C0857,25,M,29356,Peterside,2025-06-26,barnesscott@example.net,217.854.6507,888,3,207,Fashion
C0858,56,F,26249,Howellborough,2023-11-12,danny08@example.com,2577810872,63,3,344,Electronics
C0859,43,F,22199,Danieltown,2024-09-28,bneal@example.org,+1-506-272-2525,663,4,177,Home
C0860,51,F,28829,East Kimberlychester,2023-09-13,brettmiller@example.org,(880)595-7738,379,4,243,Electronics
C0861,20,M,27909,Guzmanville,2023-10-10,seth00@example.net,242.232.4630,169,1,55,Fashion
C0862,67,M,19117,Valerieborough,2021-09-07,klynch@example.org,+1-829-795-6150x3978,339,4,141,Fashion
C0863,29,F,17510,Schmidtland,2023-06-18,jerry96@example.com,(606)746-6257,178,2,56,Sports
C0864,18,F,22942,New Kayla,2024-10-18,ltaylor@example.net,829-200-6259x4646,453,1,15,Fashion
C0865,61,M,40929,South Christina,2023-05-06,barrrobert@example.net,619-558-8963x7259,284,3,185,Home
C0866,22,M,13418,Lake Molly,2024-06-21,koneill@example.org,9414074909,89,4,314,Fashion
C0867,47,M,12246,Lake Davidland,2022-05-23,shoffman@example.net,+1-825-537-8721,61,0,88,Sports
C0868,47,M,23527,Lake David,2022-09-17,jennifer51@example.net,341.201.6878x801,395,4,97,Beauty
C0869,34,M,22479,Dylanmouth,2025-07-16,mbowers@example.net,292.516.8640,1163,3,144,Electronics
C0870,65,F,23607,Dixonbury,2020-11-11,tbennett@example.net,001-298-202-1749x83235,210,4,8,Beauty
C0871,64,F,24284,North Brandon,2024-03-26,jamesmartin@example.org,795-798-1660x04112,660,0,215,Fashion
C0872,40,F,20145,Amybury,2024-08-07,herringmitchell@example.org,001-783-503-8860,537,2,173,Beauty
C0873,32,F,39972,East Charlesland,2023-04-25,garyjones@example.com,343.762.4304,1340,6,223,Beauty
C0874,54,F,11610,West Abigail,2025-02-26,stefanie35@example.com,001-800-498-1353,860,4,40,Electronics
C0875,38,F,15813,Lake Brittany,2023-05-15,kelsey82@example.net,(983)824-3901x704,418,4,182,Home
C0876,31,F,21135,North Rodneyton,2022-04-16,millerbryan@example.net,4378222684,535,2,270,Electronics
C0877,19,M,11415,South Tracy,2021-01-26,kimberly94@example.net,678-684-8041x71619,1143,1,187,Electronics
C0878,28,M,20530,Port Christine,2023-09-12,sanchezdouglas@example.org,001-372-785-2431x4038,255,2,245,Electronics
C0879,68,M,42812,West Josephville,2023-02-03,krodriguez@example.net,+1-633-396-2736x3391,197,3,309,Home
C0880,56,F,22211,Reyeston,2023-10-06,loricox@example.net,(917)226-7463,42152,62,231,Electronics
C0881,55,F,24155,Stouthaven,2024-01-21,gary05@example.com,(219)635-7154,875,4,155,Electronics
C0882,51,M,13305,Chanborough,2023-01-02,hannahconley@example.net,001-596-732-8821x3186,807,3,175,Home
C0883,55,F,17213,North Peter,2021-04-14,jessedavis@example.net,446.458.8108x2986,27693,96,336,Electronics
C0884,67,M,18956,South Frank,2022-05-30,nelsonfrank@example.org,(361)323-4379,430,1,115,Electronics
C0885,51,F,19397,Adamtown,2024-02-29,matthewskevin@example.org,846.512.1094x5150,311,3,311,Electronics
C0886,35,M,36778,Lake Brandon,2021-09-10,nmurphy@example.net,669.316.7884x4100,63,4,300,Fashion
C0887,47,M,27531,Davidside,2025-03-22,nbrooks@example.com,001-608-654-7098,1970,3,18,Fashion
C0888,32,F,14120,Joshuaville,2022-10-11,brianbruce@example.org,(422)603-7496x45963,120,2,272,Electronics
C0889,44,M,24308,Pearsonfort,2024-11-12,mccarthytyler@example.com,695.382.0100,34,2,12,Sports
C0890,68,M,26884,North Corey,2022-12-12,cherrysue@example.net,+1-660-310-4150x6256,451,4,301,Home
C0891,51,M,34754,Lake Christinaland,2025-07-25,kathrynmorales@example.net,917-804-7109x97108,671,1,192,Fashion
C0892,69,F,41448,Wilsonbury,2025-01-16,samanthajohnson@example.com,(231)948-6618x015,16,4,232,Fashion
C0893,55,F,14675,Georgemouth,2024-10-08,evaughn@example.org,276-489-5074x4652,537,1,93,Fashion
C0894,50,M,15925,New Barry,2022-11-27,amiller@example.com,686.501.3189x158,379,2,218,Home
C0895,41,F,13319,Jimenezstad,2022-05-31,jbradley@example.com,(293)717-3117,54,1,278,Electronics
C0896,32,F,20058,Port Jamie,2022-09-05,juansmith@example.net,330-513-8023x1211,94,1,353,Electronics
C0897,47,M,26543,East James,2024-12-23,hramirez@example.com,+1-291-261-4609x1937,419,2,303,Beauty
C0898,59,M,32693,Lake Jessica,2025-02-03,michellegomez@example.org,492.388.6461x0985,175,4,29,Electronics
C0899,68,M,21367,Rebeccashire,2022-09-15,anitastephens@example.org,001-353-552-7950x90526,1392,3,301,Fashion
C0900,34,M,19381,Lake Robert,2021-10-21,derek55@example.org,+1-643-905-7361x7102,853,4,77,Beauty
C0901,22,F,23404,Lake Cynthiaview,2023-10-07,rrobinson@example.net,(351)317-3114x40826,2054,2,9,Home
C0902,46,M,15771,Port Brookeland,2023-09-22,kathryngarza@example.org,+1-699-283-8461x7461,150,3,24,Fashion
C0903,21,F,50808,West Jamesfort,2024-08-02,gmacias@example.net,(541)851-0145,1748,5,15,Home
C0904,27,F,11578,Jaredchester,2021-04-18,jennifer86@example.org,776.849.2513,282,5,164,Electronics
C0905,34,M,23715,Emilyfort,2022-04-14,raymond67@example.net,(242)452-9504,213,3,13,Home
C0906,27,F,49485,South Brandonfort,2023-05-25,heatherthomas@example.net,276.747.1721x2265,25,4,347,Fashion
C0907,34,M,22086,Washingtonside,2024-09-15,sherri86@example.com,001-946-957-1368,27,4,172,Beauty
C0908,37,F,20414,South Williamfort,2022-03-02,harrisandrew@example.com,742-641-4519x80915,588,3,357,Sports
C0909,41,F,19091,South Elizabeth,2020-12-02,cameron91@example.org,504-611-2812x359,306,2,327,Sports
C0910,22,F,20493,Lake Davidbury,2022-08-16,scottluna@example.com,(215)687-2339x88452,128,3,200,Sports
C0911,51,F,38144,East John,2024-06-08,nmoore@example.com,267.832.9507,475,3,76,Fashion
C0912,23,M,9092,East Malikchester,2022-11-23,aweber@example.net,833-398-4301x88529,145,5,164,Fashion
C0913,19,F,40675,Lake Bobby,2020-08-31,carrbradley@example.com,2894504837,430,3,61,Fashion
C0914,30,F,12461,Herreraville,2023-07-22,bradshawmelissa@example.org,+1-217-507-6365x481,222,2,245,Home
C0915,60,F,19798,Amandaland,2021-11-28,crystalward@example.org,980.333.0427,867,4,155,Beauty
C0916,60,F,18551,East Michelle,2022-03-15,michellehernandez@example.net,837-313-9179,859,4,257,Electronics
C0917,65,F,27873,Michelleton,2021-01-14,gonzalezlarry@example.org,001-961-352-4971x821,324,1,244,Sports
C0918,28,M,11623,South Joshuaberg,2021-06-05,corteztyler@example.net,(842)217-9823x760,216,5,162,Beauty
C0919,68,M,26499,East Jenniferside,2023-01-04,csandoval@example.net,(371)397-4102x187,225,2,68,Sports
C0920,64,F,49499,South Ronald,2022-11-25,lawrence41@example.com,(431)923-9964x7816,819,1,344,Beauty
C0921,40,M,12768,North William,2024-09-30,rbryant@example.net,+1-962-596-4618x761,198,2,277,Electronics
C0922,33,F,23762,North Adam,2024-05-22,handerson@example.net,2388231850,117,5,161,Electronics
C0923,48,F,16902,Port Samantha,2023-10-03,xpowell@example.com,251-599-9876,44,4,259,Electronics
C0924,28,M,26117,West Allison,2023-11-22,pgarner@example.com,(708)420-4417x20583,314,5,307,Electronics
C0925,33,M,22195,South Nicholehaven,2025-06-12,brentrowe@example.com,8832809900,329,4,335,Home
C0926,25,F,17041,Blakemouth,2021-09-14,royhall@example.org,533-990-6123x03706,919,1,95,Beauty
C0927,21,M,26772,West Tiffanyland,2021-06-05,barbara08@example.org,001-649-899-0258x410,26488,80,246,Beauty
C0928,57,F,45330,Vincentshire,2025-05-06,justin67@example.org,8768520894,239,1,221,Home
C0929,21,M,20407,Sarahaven,2021-01-19,angelaanthony@example.net,(842)335-9909x3669,826,4,123,Electronics
C0930,42,F,29375,Debrafort,2023-06-10,jasonramirez@example.com,876.805.4122,867,2,187,Electronics
C0931,20,M,13130,New Aprilside,2021-07-30,sharrison@example.org,001-319-723-7111x65515,242,2,262,Electronics
C0932,49,F,15024,West Debraview,2024-07-01,robinsonlinda@example.org,7157521564,307,3,273,Fashion
C0933,20,M,26607,Westfurt,2022-04-17,andrew52@example.net,941.726.6432x922,180,4,60,Fashion
C0934,44,F,39880,Jeffreymouth,2022-10-21,philipfranklin@example.net,(304)977-8817x025,1348,2,125,Electronics
C0935,46,M,25393,Lake Jacquelinechester,2022-05-31,ashleyfloyd@example.net,+1-388-731-1978,63,3,337,Fashion
C0936,49,F,19433,South Kimberly,2021-10-07,jeffrey17@example.org,+1-960-741-6879x898,1357,4,341,Electronics
C0937,67,F,22020,Barbarastad,2024-07-18,mitchelljames@example.net,(497)716-3582,575,2,51,Home
C0938,68,M,13357,Lopezton,2023-11-20,david76@example.net,+1-930-655-9339x8828,379,3,178,Fashion
C0939,36,M,28051,Rosstown,2025-06-05,steven73@example.org,9603339738,16,2,139,Fashion
C0940,38,M,31348,Sweeneyberg,2024-06-04,sherriconner@example.com,+1-514-706-1524x780,322,5,327,Fashion
C0941,22,F,18382,Lawsonchester,2022-11-28,marylopez@example.com,(329)561-9245x91231,261,7,170,Sports
C0942,35,F,18251,Josephfurt,2024-07-31,marc59@example.org,628-624-0038x733,87,4,39,Electronics
C0943,45,F,24498,New Christineland,2022-12-26,sara82@example.net,+1-896-872-3735,534,2,69,Fashion
C0944,59,M,18496,North Paulbury,2022-10-20,qmartin@example.org,(296)924-3477x1786,1772,0,236,Home
C0945,39,M,21451,Lake Kenneth,2020-08-25,denniscruz@example.com,577-689-7562,412,3,48,Home
C0946,38,F,51015,Daviston,2020-08-17,vangronald@example.org,458-448-4937x067,627,3,57,Sports
C0947,23,F,19954,Daisyburgh,2021-02-27,qroberts@example.org,+1-666-284-9524x0693,35,2,277,Fashion
C0948,18,Other,19085,Lake Sarah,2022-05-01,laura27@example.org,001-503-890-9839x169,270,1,338,Fashion
C0949,22,M,17000,North Michael,2024-09-19,wlee@example.org,516-386-1873x1427,61,7,99,Electronics
C0950,58,F,29663,Nolanhaven,2021-10-14,melanie34@example.com,(692)463-3806x79393,474,4,15,Home
C0951,29,M,20486,Hannahburgh,2025-05-07,andrea99@example.net,001-629-712-6755x170,1394,7,325,Electronics
C0952,43,M,16987,Johnstad,2023-01-14,ortizpatricia@example.com,001-604-492-2810x023,542,4,179,Electronics
C0953,63,F,37366,Thompsonbury,2023-07-07,david71@example.org,+1-212-352-5628x26183,39,2,332,Fashion
C0954,51,F,38864,North Heidiburgh,2022-06-17,pgriffin@example.org,532-236-3388x35128,218,2,62,Fashion
C0955,66,Other,17323,South Joe,2024-03-29,parksbrittany@example.com,(229)782-6798x3380,399,4,119,Electronics
C0956,31,M,10439,New Alexandraland,2024-04-13,sheri66@example.net,348.383.9467x256,258,2,37,Home
C0957,43,M,32958,Thompsonshire,2022-07-06,pbenson@example.com,+1-868-482-1245,896,5,134,Home
C0958,62,F,16749,Kyleburgh,2022-06-24,tommyhawkins@example.com,5362865659,842,4,26,Electronics
C0959,44,F,30219,Lake Margaretside,2025-06-30,carl62@example.net,396-806-5750x71116,473,0,8,Fashion
C0960,26,M,10016,Mitchellstad,2023-12-04,daniel79@example.org,001-340-551-5215x5371,233,0,4,Home
C0961,43,M,31477,South Richardfort,2023-08-08,alishapope@example.net,409.889.2858,147,4,21,Fashion
C0962,64,M,13568,East Adam,2020-08-22,hneal@example.net,001-506-502-1834x9049,55,2,149,Fashion
C0963,39,F,29504,Kristabury,2023-08-10,davissarah@example.net,6858791741,219,2,25,Fashion
C0964,64,M,22152,North Nancyberg,2025-02-06,antoniosnyder@example.org,(996)780-8796,266,5,143,Home
C0965,47,M,15039,New John,2022-08-29,crawfordshawn@example.com,001-643-967-1347x39406,563,3,245,Sports
C0966,60,M,18716,Stanleyland,2022-10-11,harrischristopher@example.com,5275889563,536,4,43,Home
C0967,65,M,28984,Tracyborough,2023-04-15,moralesjohn@example.net,001-305-962-9079x03247,36,0,293,Electronics
C0968,34,M,22979,Keithbury,2024-07-19,jgriffith@example.com,001-251-569-5707x8834,251,2,185,Fashion
C0969,43,F,27827,West Joseph,2025-06-17,kristina22@example.org,(345)324-7719x5059,100,3,42,Beauty
C0970,53,M,48561,East Jeffreyfurt,2021-03-23,briannabrown@example.com,391-388-2938,85,3,92,Electronics
C0971,18,F,11781,West Katrina,2023-12-12,vford@example.org,+1-320-874-4729x167,27435,97,317,Sports
C0972,25,M,42061,Tamaraburgh,2024-03-20,fcannon@example.org,(257)282-7140x376,21,3,324,Sports
C0973,66,F,22965,Garnershire,2024-06-20,rangelmichelle@example.net,(523)770-7081,271,2,53,Electronics
C0974,52,F,15374,Thompsonfort,2020-11-15,whanna@example.org,482-422-9248,92,2,84,Sports
C0975,69,F,12937,Lake Sherri,2024-05-05,teresayang@example.com,(876)875-9841x415,1057,4,34,Fashion
C0976,32,F,20421,Kathrynfurt,2024-05-30,williamwise@example.com,306.698.5436x465,407,4,76,Beauty
C0977,64,M,31845,East Joshua,2023-10-02,fieldsdouglas@example.com,919-952-4403,131,1,353,Fashion
C0978,39,M,20930,Rosestad,2021-12-02,melissa49@example.org,748-899-9671x9637,349,4,197,Fashion
C0979,31,F,40314,Huynhville,2024-01-10,johnsonbruce@example.net,803-692-2494,657,1,286,Home
C0980,43,Other,12326,West Marcialand,2023-06-22,elizabeth88@example.com,7259264195,1586,5,88,Beauty
C0981,45,F,21920,East Markfurt,2021-12-31,traci17@example.com,001-575-254-6810x359,124,1,235,Electronics
C0982,40,F,13346,Edwardsville,2021-01-30,lyonskelly@example.org,841.620.1513x1871,17434,75,232,Home
C0983,31,F,25474,Port Derek,2023-12-24,ashleygray@example.org,528.988.3538,1361,3,7,Electronics
C0984,41,M,31406,Leeside,2021-10-23,lopezrobert@example.org,665-267-7359,1240,2,292,Fashion
C0985,19,M,18614,Lake Leslie,2023-12-31,heidi75@example.net,(607)328-7383x8081,504,2,38,Fashion
C0986,62,F,7772,Tracyburgh,2022-07-27,raytanya@example.com,001-408-773-7695x85019,496,1,52,Fashion
C0987,43,F,23850,West Alison,2022-12-21,langjennifer@example.org,448.683.6229x940,258,2,143,Fashion
C0988,31,M,26230,Jasonborough,2025-04-02,kwalker@example.net,+1-926-817-3049x29814,697,1,221,Electronics
C0989,68,F,25892,West Hunter,2021-11-14,ccain@example.org,+1-861-855-4513x179,378,3,240,Electronics
C0990,24,M,36109,New Jasmine,2021-09-11,montgomeryjoshua@example.net,450.260.4916,565,1,143,Electronics
C0991,20,F,14351,Russellland,2021-06-20,audrey50@example.net,283-401-7196x2487,279,1,349,Fashion
C0992,64,M,28914,Lake Cynthia,2024-11-15,reeveslisa@example.org,801-727-9432,657,2,363,Sports
C0993,40,M,35489,Tuckerville,2021-06-13,richardsonkenneth@example.com,5587633074,869,5,49,Electronics
C0994,63,F,10813,New Angela,2024-12-08,kyle29@example.com,361.418.3919x25920,79,6,277,Sports
C0995,60,M,25030,Christopherchester,2024-01-06,lparker@example.com,(336)866-7764,894,2,271,Home
C0996,64,F,18003,New Andre,2020-08-25,ericaschwartz@example.com,(509)905-2190,388,3,14,Home
C0997,62,F,21319,Port Kerryside,2021-12-06,oweaver@example.net,661-301-2928x13623,931,5,298,Home
C0998,35,F,25312,Angelaville,2023-09-20,aaronsimmons@example.org,(225)220-6155,282,5,15,Beauty
C0999,55,M,18126,New Veronicaberg,2022-06-28,barajasjake@example.net,(295)475-0608x16988,238,0,234,Electronics
